merchant_key,sec_cik,sec_entity_name,calendar_year,calendar_quarter,period,period_index,capex,cash,gross_profit,net_income,operating_income,revenue,sga,total_assets,capex_xbrl_tag,cash_xbrl_tag,gross_profit_xbrl_tag,net_income_xbrl_tag,operating_income_xbrl_tag,revenue_xbrl_tag,sga_xbrl_tag,total_assets_xbrl_tag,sec_companyfacts_url,merchant_name,public_entity,ticker,exchange,listing_status,financial_data_level,public_match_audit_status,sample_main_direct_public,sample_parent_level_robustness,verified_broad_industry,verified_sub_industry,adoption_date,adoption_year,adoption_quarter,adoption_quarter_index,confirmed_date_type,confirmed_evidence_strength,confirmed_evidence_url,event_time,post_bnpl,gross_margin,operating_margin,net_margin,sga_to_revenue,capex_to_revenue,roa,log_revenue,revenue_lag,revenue_growth_yoy,operating_income_lag,operating_income_growth_yoy
1800flowers,1084869,1 800 FLOWERS COM INC,2012,1,2012Q1,8049,,24876000.0,73039000.0,,155000.0,179659000.0,48598000.0,265252000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-40,0,0.40654239420235,0.000862745534596096,,0.2705013386471037,,,19.0065711676806,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2012,2,2012Q2,8050,,28854000.0,,,,,,262213000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-39,0,,,,,,,,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2012,3,2012Q3,8051,4427000.0,5829000.0,49425000.0,,-6202000.0,119592000.0,32723000.0,288143000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-38,0,0.4132801525185631,-0.051859656164291924,,0.27362198140343835,0.03701752625593685,,18.599596507611487,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2012,4,2012Q4,8052,,26964000.0,104485000.0,,25998000.0,253016000.0,54901000.0,285145000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-37,0,0.4129580737977045,0.10275239510544788,,0.21698627754766497,,,19.34896328579888,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2013,1,2013Q1,8053,,17004000.0,80457000.0,2639000.0,4810000.0,191582000.0,51439000.0,269525000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-36,0,0.41996116545395706,0.025106742804647617,0.0137747805117391,0.2684959964923636,,0.009791299508394398,19.070826473367607,179659000.0,0.06636461296122098,155000.0,30.032258064516128
1800flowers,1084869,1 800 FLOWERS COM INC,2013,2,2013Q2,8054,,154000.0,,,,,,250073000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-35,0,,,,,,,,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2013,3,2013Q3,8055,4131000.0,3642000.0,51297000.0,-4639000.0,-7081000.0,123048000.0,34479000.0,301679000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-34,0,0.4168860932319095,-0.05754664846238866,-0.037700734672648076,0.28020772381509657,0.03357226448215331,-0.015377271868442947,18.628085081113785,119592000.0,0.028898254063816964,-6202000.0,-2.1417284746855856
1800flowers,1084869,1 800 FLOWERS COM INC,2013,4,2013Q4,8056,,3260000.0,110977000.0,17986000.0,28699000.0,266337000.0,57656000.0,283713000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-33,0,0.41667886925211295,0.10775446145297124,0.06753098518042931,0.21647762045829155,,0.06339505063215292,19.400272982176684,253016000.0,0.05264884434185979,25998000.0,0.1038926071236248
1800flowers,1084869,1 800 FLOWERS COM INC,2014,1,2014Q1,8057,,1314000.0,73543000.0,-1725000.0,-2880000.0,179591000.0,51581000.0,260985000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-32,0,0.40950270336486794,-0.016036438351587773,-0.00960515838766976,0.28721372451848926,,-0.006609575262946146,19.00619260121818,191582000.0,-0.0625893873119604,4810000.0,-1.5987525987525988
1800flowers,1084869,1 800 FLOWERS COM INC,2014,2,2014Q2,8058,,5203000.0,,,,,,267569000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-31,0,,,,,,,,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2014,3,2014Q3,8059,4473000.0,2158000.0,53313000.0,-4578000.0,-6628000.0,126703000.0,35572000.0,314446000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-30,0,0.4207714103059912,-0.05231131070298257,-0.03613174115845718,0.2807510477257839,0.035303031498859536,-0.014558938577689015,18.657356322990527,123048000.0,0.029703855406020496,-7081000.0,-1.936025985030363
1800flowers,1084869,1 800 FLOWERS COM INC,2014,4,2014Q4,8060,,101220000.0,240425000.0,45540000.0,74833000.0,534275000.0,122026000.0,594092000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-29,0,0.45000233961911,0.14006457348743626,0.0852370034158439,0.2283954892143559,,0.07665479420695784,20.096421245640528,266337000.0,1.0060111813229105,28699000.0,1.6075124568800305
1800flowers,1084869,1 800 FLOWERS COM INC,2015,1,2015Q1,8061,,52721000.0,95322000.0,-10813000.0,-16238000.0,232237000.0,70574000.0,513157000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-28,0,0.41045139232766525,-0.06991995246235527,-0.046560194973238545,0.3038878387164836,,-0.021071523919580167,19.263268959925842,179591000.0,0.29314386578392004,-2880000.0,-6.638194444444444
1800flowers,1084869,1 800 FLOWERS COM INC,2015,2,2015Q2,8062,,27940000.0,,,,,,497073000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-27,0,,,,,,,,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2015,3,2015Q3,8063,6224000.0,1987000.0,67509000.0,-5436000.0,-22271000.0,156041000.0,52526000.0,605151000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-26,0,0.4326362943072654,-0.14272530937381842,-0.03483699796848264,0.33661665844233246,0.039886952788049296,-0.008982881958387246,18.86562935119537,126703000.0,0.23154937136452958,-6628000.0,-4.360138805069402
1800flowers,1084869,1 800 FLOWERS COM INC,2015,4,2015Q4,8064,,108444000.0,252583000.0,61484000.0,94383000.0,548381000.0,119539000.0,635342000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-25,0,0.46059765017387544,0.17211208995205887,0.11211912885384431,0.21798530583663547,,0.09677307654774908,20.122480858808622,534275000.0,0.02640213373262834,74833000.0,0.26124837972552206
1800flowers,1084869,1 800 FLOWERS COM INC,2016,1,2016Q1,8065,,61696000.0,96721000.0,-9126000.0,-13236000.0,234207000.0,71502000.0,536570000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-24,0,0.4129722852006985,-0.05651410931355596,-0.03896553049225685,0.3052940347641189,,-0.017008032502748942,19.271715897665,232237000.0,0.008482713779458084,-16238000.0,-1.8151250153959846
1800flowers,1084869,1 800 FLOWERS COM INC,2016,2,2016Q2,8066,,27826000.0,,,,,,502941000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-23,0,,,,,,,,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2016,3,2016Q3,8067,4703000.0,6755000.0,71387000.0,-15771000.0,-23109000.0,165829000.0,55078000.0,602663000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-22,0,0.4304856207297879,-0.13935439519022608,-0.09510399266714507,0.3321373221812831,0.028360540074414006,-0.0261688539034253,18.926467694900133,156041000.0,0.06272710377400803,-22271000.0,-2.037627407839792
1800flowers,1084869,1 800 FLOWERS COM INC,2016,4,2016Q4,8068,,113992000.0,256994000.0,62929000.0,96551000.0,554553000.0,119876000.0,619000000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-21,0,0.46342549765306473,0.17410599167257232,0.11347698055911698,0.21616689477831694,,0.10166235864297253,20.133672941792113,548381000.0,0.011254948657958508,94383000.0,0.022970238284436784
1800flowers,1084869,1 800 FLOWERS COM INC,2017,1,2017Q1,8069,,56765000.0,93581000.0,-11130000.0,-16285000.0,233715000.0,70158000.0,539798000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,Revenues,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-20,0,0.4004064779753118,-0.06967888239950366,-0.0476221038444259,0.3001861241255375,,-0.020618824078636824,19.2696129823017,234207000.0,-0.0021007057859073752,-13236000.0,-2.2303566032033846
1800flowers,1084869,1 800 FLOWERS COM INC,2017,2,2017Q2,8070,,149732000.0,,,,,,552470000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-19,0,,,,,,,,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2017,3,2017Q3,8071,4034000.0,9139000.0,67278000.0,-13222000.0,-19603000.0,157349000.0,49722000.0,512333000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-18,0,0.42757183077108846,-0.12458293347908153,-0.08402976822223211,0.31599819509497995,0.025637277643963417,-0.02580743383697712,18.87397682619552,165829000.0,-0.05113701463555831,-23109000.0,-1.8482842182699382
1800flowers,1084869,1 800 FLOWERS COM INC,2017,4,2017Q4,8072,,232589000.0,235259000.0,70699000.0,84466000.0,526093000.0,113771000.0,648763000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-17,0,0.4471813918831842,0.16055336223823544,0.13438498516422,0.21625644135162414,,0.10897508026814107,20.08098856115728,554553000.0,-0.051320613178541974,96551000.0,-0.12516701018114784
1800flowers,1084869,1 800 FLOWERS COM INC,2018,1,2018Q1,8073,,173069000.0,93455000.0,-8463000.0,-12439000.0,238545000.0,68215000.0,570353000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-16,0,0.3917709446854891,-0.05214529753296024,-0.0354775828460039,0.28596281624012243,,-0.014838179162729047,19.290068529740264,233715000.0,0.020666196007958382,-16285000.0,-1.7638317470064475
1800flowers,1084869,1 800 FLOWERS COM INC,2018,2,2018Q2,8074,,147240000.0,,,,,,570889000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-15,0,,,,,,,,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2018,3,2018Q3,8075,4907000.0,27016000.0,68540000.0,-17266000.0,-22966000.0,169496000.0,52954000.0,540605000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-14,0,0.40437532449143343,-0.13549582291027518,-0.10186671071883702,0.31242035210270447,0.028950535705857365,-0.03193829135875547,18.948339885686263,157349000.0,0.07719782140337728,-19603000.0,-2.171555374177422
1800flowers,1084869,1 800 FLOWERS COM INC,2018,4,2018Q4,8076,,257685000.0,254827000.0,68578000.0,94685000.0,571316000.0,119664000.0,685461000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-13,0,0.44603511891842695,0.16573139908561987,0.12003514692394401,0.20945326229267167,,0.1000465380233157,20.16345302960394,526093000.0,0.08596008690478674,84466000.0,0.12098359103071066
1800flowers,1084869,1 800 FLOWERS COM INC,2019,1,2019Q1,8077,,206377000.0,97520000.0,-8241000.0,-14629000.0,248413000.0,71163000.0,614948000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-12,0,0.3925720473566198,-0.05888983265771115,-0.033174592311996556,0.28647051482812896,,-0.013401133103937243,19.33060324159781,238545000.0,0.041367456873965036,-12439000.0,-2.176059168743468
1800flowers,1084869,1 800 FLOWERS COM INC,2019,2,2019Q2,8078,,172923000.0,,,,,,606440000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-11,0,,,,,,,,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2019,3,2019Q3,8079,4359000.0,34174000.0,76146000.0,-15271000.0,-20653000.0,187263000.0,56839000.0,664955000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-10,0,0.4066259752326941,-0.11028873829854269,-0.08154841052423596,0.3035249889193274,0.023277422662245077,-0.022965463828379364,19.048024603852937,169496000.0,0.10482253268513708,-22966000.0,-1.8992859008969782
1800flowers,1084869,1 800 FLOWERS COM INC,2019,4,2019Q4,8080,,295561000.0,269172000.0,74152000.0,99571000.0,605642000.0,127404000.0,826220000.0,,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-9,0,0.44444077524346065,0.16440570502045762,0.12243536610737037,0.21036189696223181,,0.08974849313742103,20.221799610390782,571316000.0,0.0600823362202354,94685000.0,0.051602682579078074
