merchant_key,sec_cik,sec_entity_name,calendar_year,period,capex,cash,gross_profit,net_income,operating_income,revenue,sga,total_assets,capex_xbrl_tag,cash_xbrl_tag,gross_profit_xbrl_tag,net_income_xbrl_tag,operating_income_xbrl_tag,revenue_xbrl_tag,sga_xbrl_tag,total_assets_xbrl_tag,sec_companyfacts_url,merchant_name,public_entity,ticker,exchange,listing_status,financial_data_level,public_match_audit_status,sample_main_direct_public,sample_parent_level_robustness,verified_broad_industry,verified_sub_industry,adoption_date,adoption_year,adoption_quarter,adoption_quarter_index,confirmed_date_type,confirmed_evidence_strength,confirmed_evidence_url,event_time,post_bnpl,gross_margin,operating_margin,net_margin,sga_to_revenue,capex_to_revenue,roa,log_revenue,revenue_lag,revenue_growth_yoy,operating_income_lag,operating_income_growth_yoy
1800flowers,1084869,1 800 FLOWERS COM INC,2012,2012,17180000.0,26964000.0,292577000.0,17646000.0,23727000.0,707517000.0,181199000.0,285145000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-10,0,0.41352645943489696,0.03353558995755579,0.0249407434733017,0.2561055070054854,0.024282102055498314,0.06188430447666977,20.377272215461545,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2013,2013,22985000.0,3260000.0,315673000.0,14675000.0,23706000.0,756345000.0,194847000.0,283713000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-9,0,0.41736641347533204,0.03134283957717708,0.01940252133616273,0.25761656386966264,0.03038957089687907,0.05172480640647415,20.444008179254524,707517000.0,0.06901318272211121,23727000.0,-0.0008850676444557282
1800flowers,1084869,1 800 FLOWERS COM INC,2014,2014,32572000.0,101220000.0,487195000.0,19384000.0,37617000.0,1121506000.0,299801000.0,594092000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,SalesRevenueNet,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-8,0,0.43441140751810514,0.033541505796669834,0.017283902181530905,0.26732001433786357,0.029043090273257566,0.032627943146852675,20.837938261887935,756345000.0,0.48279687179792297,23706000.0,0.5868134649455834
1800flowers,1084869,1 800 FLOWERS COM INC,2015,2015,,108444000.0,,,,,,635342000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-7,0,,,,,,,,1121506000.0,,37617000.0,
1800flowers,1084869,1 800 FLOWERS COM INC,2016,2016,33938000.0,113992000.0,517458000.0,35868000.0,43282000.0,1173024000.0,318175000.0,619000000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,ProfitLoss,OperatingIncomeLoss,Revenues,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-6,0,0.4411316392503478,0.03689779578252449,0.030577379490956708,0.27124338461958153,0.028932059361104292,0.057945072697899835,20.882850866766496,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2017,2017,33653000.0,232589000.0,520281000.0,44041000.0,46359000.0,1193625000.0,317527000.0,648763000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-5,0,0.43588312912346844,0.038838831291234686,0.036896847837469895,0.26601905958739136,0.02819394701015813,0.06788457418194317,20.900260732234642,1173024000.0,0.01756230051559049,43282000.0,0.07109190887666927
1800flowers,1084869,1 800 FLOWERS COM INC,2018,2018,33306000.0,257685000.0,489025000.0,40791000.0,41048000.0,1151921000.0,298810000.0,685461000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-4,0,0.4245299807886131,0.03563438812210212,0.0354112825445495,0.2594014693715975,0.028913441112715196,0.05950885608371592,20.864696820479754,1193625000.0,-0.034938946486543054,46359000.0,-0.11456243663582044
1800flowers,1084869,1 800 FLOWERS COM INC,2019,2019,34703000.0,295561000.0,622196000.0,58998000.0,80364000.0,1489637000.0,363227000.0,826220000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-3,0,0.4176829657158086,0.053948713679909936,0.039605622040805914,0.24383591438719635,0.023296279563410415,0.07140713127254242,21.121798303061517,1151921000.0,0.2931763549757318,41048000.0,0.9578054960046773
1800flowers,1084869,1 800 FLOWERS COM INC,2020,2020,55219000.0,370586000.0,896429000.0,118652000.0,149087000.0,2122245000.0,533268000.0,1222260000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-2,0,0.4223965659007325,0.070249664859618,0.055908719304321605,0.25127541824812877,0.026019144820696952,0.09707590856282625,21.47574032758947,1489637000.0,0.42467258801976593,80364000.0,0.8551465830471354
1800flowers,1084869,1 800 FLOWERS COM INC,2021,2021,,271068000.0,,,,,,1321338000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,-1,0,,,,,,,,2122245000.0,,149087000.0,
1800flowers,1084869,1 800 FLOWERS COM INC,2022,2022,66408000.0,189718000.0,821738000.0,29610000.0,42101000.0,2207885000.0,571661000.0,1216999000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,0,1,0.372183333823999,0.019068475033799315,0.01341102457781995,0.25891792371432387,0.030077653500974914,0.024330340452210726,21.515300880671543,,,,
1800flowers,1084869,1 800 FLOWERS COM INC,2023,2023,44646000.0,312017000.0,757526000.0,-44702000.0,-35011000.0,2017853000.0,500840000.0,1191710000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,1,1,0.37541188580139384,-0.01735061969330769,-0.022153249022599762,0.2482044033931114,0.022125496753232273,-0.037510803802938635,21.42529991182415,2207885000.0,-0.08606970018818916,42101000.0,-1.8315954490392152
1800flowers,1084869,1 800 FLOWERS COM INC,2024,2024,41463000.0,247220000.0,652272000.0,-199993000.0,-204813000.0,1685658000.0,480439000.0,1137770000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,2,1,0.38695393727553273,-0.12150329426253724,-0.11864387675317295,0.2850157030666956,0.024597516222151825,-0.17577629925204566,21.245421828974756,2017853000.0,-0.1646279486166733,-35011000.0,-6.849961440690069
1800flowers,1084869,1 800 FLOWERS COM INC,2025,2025,,193337000.0,,,,,,893060000.0,,CashAndCashEquivalentsAtCarryingValue,,,,,,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001084869.json,1800flowers,"1-800-FLOWERS.COM, Inc.",FLWS,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Bags & accessories,2022-01-20,2022,2022Q1,8089,official_adoption_announcement,strong,https://www.1800flowersinc.com/news-and-media/newsroom/press-releases/2022/01-20-2022-130356804,3,1,,,,,,,,1685658000.0,,-204813000.0,
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2017,2017,,31045000.0,,,,,,,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,-8,0,,,,,,,,,,,
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2018,2018,107905000.0,75691000.0,1367952000.0,21442000.0,128950000.0,4783893000.0,1239002000.0,,PaymentsToAcquireProductiveAssets,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,-7,0,0.28594953942322704,0.02695503432037464,0.004482123659538372,0.25899450510285243,0.022555897466770263,,22.28852048712388,,,,
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2019,2019,62818000.0,149385000.0,1431154000.0,120043000.0,179421000.0,4829897000.0,1251733000.0,4331321000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,-6,0,0.2963114948414014,0.037147997151906136,0.02485415320450933,0.25916349768949526,0.013006074456660256,0.02771510123585853,22.29809097933175,4783893000.0,0.009616435819112201,128950000.0,0.3913997673516867
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2020,2020,41269000.0,377604000.0,1734045000.0,308764000.0,420398000.0,5689233000.0,1313647000.0,4384482000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,GrossProfit,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,-5,0,0.3047941611813051,0.07389361623965832,0.05427163907683162,0.2309005449416468,0.007253877631659663,0.07042200196055087,22.46184127810756,4829897000.0,0.17792015026407393,179421000.0,1.3430813561400283
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2021,2021,75802000.0,485998000.0,2351095000.0,,907947000.0,6773128000.0,1443148000.0,4584940000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,GrossProfit,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,-4,0,0.3471210052430723,0.13405135706869853,,0.2130696481743738,0.011191579429770115,,22.636228855568444,5689233000.0,0.19051689392928717,420398000.0,1.1597319682776797
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2022,2022,108304000.0,337145000.0,2212502000.0,,846549000.0,6395073000.0,1365953000.0,4595439000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,GrossProfit,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,-3,0,0.34596978017295504,0.1323751894622626,,0.21359459071069242,0.016935537717864987,,22.578793687080164,6773128000.0,-0.0558168987800024,907947000.0,-0.067622889882339
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2023,2023,207770000.0,347920000.0,2110211000.0,,677855000.0,6159291000.0,1432356000.0,4676713000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,GrossProfit,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,-2,0,0.3426061538576437,0.11005406304069738,,0.2325520908169463,0.03373277865910216,,22.541227510465028,6395073000.0,-0.036869321116428266,846549000.0,-0.19927257607061144
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2024,2024,199589000.0,288929000.0,2011460000.0,,538639000.0,5933450000.0,1472821000.0,4900963000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,GrossProfit,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,-1,0,0.33900344656144404,0.09078006893122888,,0.24822337763021513,0.033637934085565736,,22.503871668304377,6159291000.0,-0.036666720244261874,677855000.0,-0.2053772561978594
academysportsoutdoors,1817358,"Academy Sports and Outdoors, Inc.",2025,2025,212668000.0,330320000.0,2105613000.0,,512184000.0,6053414000.0,1593429000.0,5277036000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,GrossProfit,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001817358.json,academysportsoutdoors,"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,direct_public,merchant_level,confirmed_or_manually_mapped_public,True,False,Apparel & Fashion,Fashion / apparel,2025-07-22,2025,2025Q3,8103,first_observed_official_page,strong_wayback_official_page,http://web.archive.org/web/20250722133005/https://www.academy.com/help/buy-now-pay-later,0,1,0.34783892197031296,0.0846107667507955,,0.2632281552195174,0.03513191068709327,,22.52388824735385,5933450000.0,0.020218254135452307,538639000.0,-0.04911452754070911
airbnb,1559720,"Airbnb, Inc.",2018,2018,,4438576000.0,,,,,,,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001559720.json,airbnb,"Airbnb, Inc.",ABNB,NASDAQ,direct_public,merchant_level,auto_public_match_needs_light_review,True,False,Travel & Ticketing,Travel booking / lodging marketplace,2023-05-18,2023,2023Q2,8094,official_adoption_announcement,strong,https://www.klarna.com/international/press/klarna-and-airbnb-offer-flexible-payments-for-guests/,-5,0,,,,,,,,,,,
airbnb,1559720,"Airbnb, Inc.",2019,2019,125452000.0,5143000000.0,,-674339000.0,-501543000.0,4805239000.0,1621519000.0,,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001559720.json,airbnb,"Airbnb, Inc.",ABNB,NASDAQ,direct_public,merchant_level,auto_public_match_needs_light_review,True,False,Travel & Ticketing,Travel booking / lodging marketplace,2023-05-18,2023,2023Q2,8094,official_adoption_announcement,strong,https://www.klarna.com/international/press/klarna-and-airbnb-offer-flexible-payments-for-guests/,-4,0,,-0.1043742049042722,-0.14033412281886498,0.33744814774041415,0.026107338261426746,,22.292972617986,,,,
airbnb,1559720,"Airbnb, Inc.",2020,2020,37000000.0,7668000000.0,,-4585000000.0,-3590000000.0,3378000000.0,1175000000.0,10491499000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,NetIncomeLoss,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001559720.json,airbnb,"Airbnb, Inc.",ABNB,NASDAQ,direct_public,merchant_level,auto_public_match_needs_light_review,True,False,Travel & Ticketing,Travel booking / lodging marketplace,2023-05-18,2023,2023Q2,8094,official_adoption_announcement,strong,https://www.klarna.com/international/press/klarna-and-airbnb-offer-flexible-payments-for-guests/,-3,0,,-1.0627590290112492,-1.3573120189461219,0.3478389579632919,0.010953226761397277,-0.43702048677696104,21.94054965533202,4805239000.0,-0.2970172763519151,-501543000.0,-8.15791068761801
airbnb,1559720,"Airbnb, Inc.",2021,2021,25000000.0,9727000000.0,,,429000000.0,5992000000.0,1186000000.0,13708000000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001559720.json,airbnb,"Airbnb, Inc.",ABNB,NASDAQ,direct_public,merchant_level,auto_public_match_needs_light_review,True,False,Travel & Ticketing,Travel booking / lodging marketplace,2023-05-18,2023,2023Q2,8094,official_adoption_announcement,strong,https://www.klarna.com/international/press/klarna-and-airbnb-offer-flexible-payments-for-guests/,-2,0,,0.0715954606141522,,0.19793057409879838,0.004172229639519359,,22.51369108316133,3378000000.0,0.7738306690349319,-3590000000.0,-0.8805013927576602
airbnb,1559720,"Airbnb, Inc.",2022,2022,25000000.0,12103000000.0,,,1802000000.0,8399000000.0,1516000000.0,16038000000.0,PaymentsToAcquirePropertyPlantAndEquipment,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001559720.json,airbnb,"Airbnb, Inc.",ABNB,NASDAQ,direct_public,merchant_level,auto_public_match_needs_light_review,True,False,Travel & Ticketing,Travel booking / lodging marketplace,2023-05-18,2023,2023Q2,8094,official_adoption_announcement,strong,https://www.klarna.com/international/press/klarna-and-airbnb-offer-flexible-payments-for-guests/,-1,0,,0.21454935111322776,,0.18049767829503513,0.002976544826765091,,22.8513784880899,5992000000.0,0.401702269692924,429000000.0,3.2004662004662006
airbnb,1559720,"Airbnb, Inc.",2023,2023,,12667000000.0,,,1518000000.0,9917000000.0,1763000000.0,20645000000.0,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001559720.json,airbnb,"Airbnb, Inc.",ABNB,NASDAQ,direct_public,merchant_level,auto_public_match_needs_light_review,True,False,Travel & Ticketing,Travel booking / lodging marketplace,2023-05-18,2023,2023Q2,8094,official_adoption_announcement,strong,https://www.klarna.com/international/press/klarna-and-airbnb-offer-flexible-payments-for-guests/,0,1,,0.1530704850257134,,0.17777553695674095,,,23.0175162931504,8399000000.0,0.18073580188117644,1802000000.0,-0.15760266370699227
airbnb,1559720,"Airbnb, Inc.",2024,2024,,12760000000.0,,,2553000000.0,11102000000.0,2148000000.0,20959000000.0,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,OperatingIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,SellingAndMarketingExpense,Assets,https://data.sec.gov/api/xbrl/companyfacts/CIK0001559720.json,airbnb,"Airbnb, Inc.",ABNB,NASDAQ,direct_public,merchant_level,auto_public_match_needs_light_review,True,False,Travel & Ticketing,Travel booking / lodging marketplace,2023-05-18,2023,2023Q2,8094,official_adoption_announcement,strong,https://www.klarna.com/international/press/klarna-and-airbnb-offer-flexible-payments-for-guests/,1,1,,0.2299585660241398,,0.19347865249504595,,,23.13039110921438,9917000000.0,0.11949178178884745,1518000000.0,0.6818181818181819
